Date,Close/Last,Volume,Open,High,Low
01/12/2023,$43.75,2561502,$44.19,$44.33,$42.41
01/11/2023,$43.77,4506497,$41.29,$43.97,$41.29
01/10/2023,$40.99,2738566,$40.10,$41.18,$39.64
01/09/2023,$40.13,4122692,$37.95,$40.4108,$37.60
01/06/2023,$37.52,3551329,$36.40,$38.16,$35.24
01/05/2023,$36.15,2746467,$35.00,$36.27,$34.38
01/04/2023,$35.47,3976465,$35.84,$36.17,$33.96
01/03/2023,$35.46,3183081,$37.97,$38.22,$34.77
12/30/2022,$37.08,2037801,$36.57,$37.20,$36.23
12/29/2022,$37.62,3849496,$35.84,$37.80,$35.60
12/28/2022,$35.49,3116961,$37.29,$37.40,$35.44
12/27/2022,$37.56,2264747,$39.06,$39.243,$37.425
12/23/2022,$39.32,3010733,$39.21,$39.5428,$37.71
12/22/2022,$39.45,2673425,$40.50,$40.83,$38.0388
12/21/2022,$41.20,2629247,$40.00,$42.03,$39.465
12/20/2022,$39.58,2428894,$40.06,$40.98,$39.1757
12/19/2022,$40.60,3508750,$42.79,$43.65,$40.57
12/16/2022,$42.41,4596405,$40.61,$42.675,$40.46
12/15/2022,$40.93,5388969,$42.21,$42.6874,$39.64
12/14/2022,$42.85,4291574,$44.60,$44.60,$41.76
12/13/2022,$44.57,6159236,$47.31,$48.01,$44.20
12/12/2022,$45.14,4813514,$43.93,$45.37,$43.47
12/09/2022,$43.65,9287583,$40.31,$45.45,$40.28
12/08/2022,$41.97,5343515,$41.38,$42.73,$40.285
12/07/2022,$41.23,4027986,$40.20,$41.93,$40.20
12/06/2022,$41.72,3759870,$43.61,$44.17,$41.57
12/05/2022,$43.31,3987831,$45.00,$45.63,$42.99
12/02/2022,$44.92,2750644,$42.94,$45.635,$42.43
12/01/2022,$44.35,2358042,$42.69,$44.47,$42.69
11/30/2022,$43.13,3061466,$41.39,$43.17,$40.39
11/29/2022,$40.20,2643714,$41.26,$41.42,$39.49
11/28/2022,$40.96,2252916,$40.88,$42.63,$40.70
11/25/2022,$41.20,755798,$41.01,$41.87,$40.75
11/23/2022,$41.76,1720616,$41.29,$42.44,$41.11
11/22/2022,$41.06,1906549,$41.26,$41.67,$39.90
11/21/2022,$41.39,3090669,$40.92,$42.05,$40.30
11/18/2022,$40.92,2862503,$41.94,$42.80,$40.16
11/17/2022,$40.97,2606278,$41.19,$41.675,$40.13
11/16/2022,$42.24,3264201,$42.00,$42.2791,$39.89
11/15/2022,$42.85,4844848,$44.04,$45.73,$42.42
11/14/2022,$43.21,5752757,$40.46,$44.229,$39.74
11/11/2022,$41.14,4013349,$38.41,$41.26,$37.73
11/10/2022,$38.34,4210377,$34.14,$38.34,$34.12
11/09/2022,$31.99,3336222,$34.39,$34.39,$31.74
11/08/2022,$34.90,2609289,$35.38,$36.24,$34.05
11/07/2022,$35.37,4479510,$34.25,$35.46,$32.7538
11/04/2022,$33.87,6343324,$36.40,$36.40,$31.89
11/03/2022,$35.45,3034430,$35.40,$36.41,$35.11
11/02/2022,$35.37,3307293,$38.06,$38.35,$35.35
11/01/2022,$38.05,1967691,$39.82,$40.58,$37.95
10/31/2022,$38.73,2641517,$39.19,$40.22,$38.72
10/28/2022,$39.41,2692852,$38.64,$39.58,$37.10
10/27/2022,$39.49,2538992,$40.25,$40.7999,$38.9493
10/26/2022,$40.01,3092297,$39.06,$41.84,$38.82
10/25/2022,$39.79,3897981,$38.30,$40.665,$38.30
10/24/2022,$38.20,3547015,$37.00,$38.315,$36.06
10/21/2022,$37.38,5351424,$35.23,$37.48,$34.96
10/20/2022,$34.84,3708707,$34.95,$36.76,$34.45
10/19/2022,$34.84,4449825,$36.03,$36.45,$34.22
10/18/2022,$36.46,5421471,$37.98,$38.10,$36.05
10/17/2022,$36.54,4429790,$34.41,$36.7973,$33.85
10/14/2022,$32.99,4516795,$36.57,$36.77,$32.83
10/13/2022,$36.09,6336218,$33.01,$36.395,$32.01
10/12/2022,$34.88,4333835,$34.08,$34.95,$32.29
10/11/2022,$34.03,3720948,$35.00,$35.70,$33.33
10/10/2022,$35.34,4000839,$36.24,$37.02,$34.80
10/07/2022,$36.34,5714368,$37.16,$38.39,$35.68
10/06/2022,$37.94,6125103,$36.66,$38.65,$36.36
10/05/2022,$36.67,10598900,$32.65,$37.17,$32.565
10/04/2022,$33.12,2469899,$32.19,$33.16,$32.04
10/03/2022,$31.22,2630803,$30.77,$31.83,$29.5401
09/30/2022,$30.72,2628644,$30.97,$32.0314,$30.36
09/29/2022,$31.08,2630251,$32.26,$32.585,$30.94
09/28/2022,$33.09,2946656,$32.98,$33.38,$32.33
